date,link_yt,titulo,resultado,frase
2022-02-09 03:58:57.406857,https://www.youtube.com/watch?v=-ULBdTGDzAY,titleBrasil tem mais de 4 milh,"[['desgosto: 0.742214', 'medo: 0.257786'], ['desgosto: 0.868496', 'surpresa: 0.131504'], ['desgosto: 0.124204', 'tristeza: 0.875796'], ['desgosto: 0.839382', 'raiva: 0.160618'], ['desgosto: 0.518030', 'alegria: 0.481970'], ['medo: 0.257786', 'desgosto: 0.742214'], ['medo: 0.687127', 'surpresa: 0.312873'], ['medo: 0.047447', 'tristeza: 0.952553'], ['medo: 0.634705', 'raiva: 0.365295'], ['medo: 0.321121', 'alegria: 0.678879'], ['surpresa: 0.131504', 'desgosto: 0.868496'], ['surpresa: 0.312873', 'medo: 0.687127'], ['surpresa: 0.022177', 'tristeza: 0.977823'], ['surpresa: 0.434184', 'raiva: 0.565816'], ['surpresa: 0.143826', 'alegria: 0.856174'], ['tristeza: 0.875796', 'desgosto: 0.124204'], ['tristeza: 0.952553', 'medo: 0.047447'], ['tristeza: 0.977823', 'surpresa: 0.022177'], ['tristeza: 0.973152', 'raiva: 0.026848'], ['tristeza: 0.909588', 'alegria: 0.090412'], ['raiva: 0.160618', 'desgosto: 0.839382'], ['raiva: 0.365295', 'medo: 0.634705'], ['raiva: 0.565816', 'surpresa: 0.434184'], ['raiva: 0.026848', 'tristeza: 0.973152'], ['raiva: 0.174645', 'alegria: 0.825355'], ['alegria: 0.481970', 'desgosto: 0.518030'], ['alegria: 0.678879', 'medo: 0.321121'], ['alegria: 0.856174', 'surpresa: 0.143826'], ['alegria: 0.090412', 'tristeza: 0.909588'], ['alegria: 0.825355', 'raiva: 0.174645']]",salva vida
